transaction_id,customer_id,timestamp,amount,currency,category,merchant,description
TXN-000243,CUST-0074,22-Aug-2025,60.47,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-000058,CUST-0160,02-Oct-2025,,EUR,transport,Uber,Uber - Transport
TXN-001708,CUST-0074,2025-11-18 15:07,25.72,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-000699,CUST-0163,12-Feb-2026,26.54,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001825,CUST-0186,10-Jan-2026,,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001452,CUST-0003,2025-08-05T00:13:14Z,211.04,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-002386,CUST-0102,2025-10-09T21:02:14Z,83.95,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000106,CUST-0011,05-Dec-2025,10.14,EUR,streaming,DAZN,DAZN - Streaming
TXN-001078,CUST-0053,2025-10-11 01:49,85.48,EUR,dining,Poke House,Poke House - Dining
TXN-001044,CUST-0161,23-Oct-2025,82.19,EUR,dining,Spontini,Spontini - Dining
TXN-000747,CUST-0025,14-Oct-2025,31.98,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-000224,CUST-0109,09/22/2025,89.79,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000912,CUST-0042,10/29/2025,,EUR,streaming,DAZN,DAZN - Streaming
TXN-000806,CUST-0003,2025-10-11 10:09,18.75,EUR, retail,H&M,H&M - Retail
TXN-000042,CUST-0130,21-Dec-2025,18.06,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-000103,CUST-0076,2025-12-04 14:46,97.66,EUR,groceries,Lidl Italia,Lidl Italia - Groceries
TXN-001923,CUST-0008,2026-01-03T20:10:56Z,104.64,EUR, sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001611,CUST-0144,2025-11-03T21:53:25Z,117.42,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-002475,CUST-0142,12/30/2025,96.85,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-002065,CUST-0181,10-Oct-2025,195.19,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001423,CUST-0113,2025-10-26T07:54:55Z,31.72,€,streaming,DAZN,DAZN - Streaming
TXN-002317,CUST-0023,2026-01-07T04:29:33Z,16.02,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001143,CUST-0004,2025-11-17T17:46:32Z,36.13,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-002133,CUST-0196,19-Aug-2025,15.98,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-000845,CUST-0107,08-Sep-2025,44.03,EUR,transport,Lime,Lime - Transport
TXN-002252,CUST-0052,2025-08-24 00:35,72.88,EUR,retail,H&M,H&M - Retail
TXN-000616,CUST-0048,12/25/2025,25.0,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001015,CUST-0073,11/06/2025,91.49,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001059,CUST-0134,2025-12-05 20:29,55.34,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-002268,CUST-0169,09/12/2025,448.49,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-002008,CUST-0058,12/30/2025,235.75,EUR,sports_merchandise ,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000511,CUST-0015,23-Nov-2025,44.58,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-002325,CUST-0076,2026-01-17T05:08:48Z,419.36,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000349,CUST-0052,2025-12-10 09:57,24.85,EUR,streaming,DAZN,DAZN - Streaming
TXN-001834,CUST-0111,11/27/2025,75.73,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000236,CUST-0052,10-Sep-2025,30.81,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001773,CUST-0138,09/01/2025,,EUR,dining,Spontini,Spontini - Dining
TXN-000175,CUST-0126,2025-09-05T16:57:17Z,379.51,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-002477,CUST-0033,11/07/2025,367.67,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001360,CUST-0017,2026-02-12 19:12,30.8,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001396,CUST-0188,15-Dec-2025,-183.02,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-002273,CUST-0127,09/27/2025,72.5,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001369,CUST-0185,2025-09-24T02:10:32Z,42.04,EUR,streaming,DAZN,DAZN - Streaming
TXN-002266,CUST-0197,2025-12-07 08:05,219.8,EUR,sports_merchandise ,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-000676,CUST-0034,2026-01-26 07:59,247.19,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000332,CUST-0157,2025-08-03 18:30,39.49,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-000468,CUST-0155,10-Oct-2025,195.44,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000923,CUST-0180,2025-09-16T12:10:45Z,136.84,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000615,CUST-0159,2025-12-30 21:32,144.39,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001485,CUST-0127,2025-09-01 13:03,6.26,EUR,groceries,Esselunga,Esselunga - Groceries
TXN-000330,CUST-0193,18-Dec-2025,19.12,eur,streaming,Paramount+,Paramount+ - Streaming
TXN-001426,CUST-0040,11/26/2025,393.99,EUR,match_tickets ,Ticketone,Ticketone - Match Tickets
TXN-001787,CUST-0138,25-Jan-2026,119.35,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000879,CUST-0129,18-Sep-2025,235.6,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001799,CUST-0083,2025-10-26 03:21,162.02,€,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001542,CUST-0024,2025-09-28 11:12,76.45,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-001496,CUST-0010,08/27/2025,33.74,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-001967,CUST-0171,2025-11-13T22:32:44Z,326.52,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001892,CUST-0135,02-Jan-2026,187.11,eur,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000723,CUST-0058,2025-08-06 13:29,39.62,EUR, streaming,Sky Sport,Sky Sport - Streaming
TXN-002247,CUST-0033,09-Sep-2025,73.09,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000174,CUST-0052,2025-11-30T15:53:11Z,-115.32,EUR,groceries,Carrefour,Carrefour - Groceries
TXN-001410,CUST-0014,2026-01-23 02:23,35.9,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-001422,CUST-0060,10/11/2025,452.16,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000488,CUST-0094,2025-09-12T09:03:47Z,43.6,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000920,CUST-0141,10-Sep-2025,40.72,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001418,CUST-0087,2025-10-03T20:08:53Z,222.88,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000402,CUST-0182,05-Feb-2026,61.22,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-000264,CUST-0177,03-Dec-2025,74.36,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-001463,CUST-0025,2026-01-29 12:03,83.14,EUR,groceries,Lidl Italia,Lidl Italia - Groceries
TXN-001020,CUST-0105,12/26/2025,23.49,EUR,transport,Enjoy Car Sharing,Enjoy Car Sharing - Transport
TXN-000873,CUST-0008,2025-09-26T02:59:03Z,38.11,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000964,CUST-0107,08/02/2025,133.99,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-001564,CUST-0078,16-Dec-2025,309.73,EUR, match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000070,CUST-0038,16-Sep-2025,,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000663,CUST-0123,26-Nov-2025,124.8,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001171,CUST-0162,31-Dec-2025,55.69,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001583,CUST-0144,12/04/2025,,EUR,streaming,DAZN,DAZN - Streaming
TXN-000168,CUST-0030,11/16/2025,33.91,eur,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001686,CUST-0028,12/31/2025,36.78,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000933,CUST-0053,2025-09-21 15:17,-160.83,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000464,CUST-0174,2026-02-08 00:06,51.29,EUR,transport,Uber,Uber - Transport
TXN-002479,CUST-0123,2026-01-01T02:36:01Z,20.93,EUR,streaming,DAZN,DAZN - Streaming
TXN-000620,CUST-0143,02/11/2026,54.17,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001783,CUST-0013,25-Sep-2025,58.99,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001811,CUST-0140,15-Sep-2025,274.45,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001248,CUST-0127,2025-09-22T22:20:06Z,12.29,EUR,streaming,DAZN,DAZN - Streaming
TXN-001934,CUST-0088,2025-10-30T13:22:29Z,136.72,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-000474,CUST-0014,01/07/2026,-78.48,EUR,groceries,Lidl Italia,Lidl Italia - Groceries
TXN-001606,CUST-0049,2025-12-25T18:56:26Z,27.93,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000381,CUST-0098,2025-11-28 22:40,304.54,€,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000145,CUST-0179,10/13/2025,138.93,EUR,retail,H&M,H&M - Retail
TXN-001536,CUST-0131,2026-02-03 01:08,166.59,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001739,CUST-0018,2025-11-24T02:30:57Z,76.15,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-002375,CUST-0106,11/14/2025,128.16,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000719,CUST-0061,28-Jan-2026,173.39,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000271,CUST-0156,12-Feb-2026,123.31,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-002226,CUST-0027,12/03/2025,105.49,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001056,CUST-0118,2025-09-15T00:34:56Z,15.17,eur,streaming,DAZN,DAZN - Streaming
TXN-001884,CUST-0066,2025-12-15 07:12,9.29,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-002449,CUST-0081,26-Oct-2025,100.5,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000177,CUST-0087,2025-10-02T21:37:58Z,,EUR,dining,McDonald's,McDonald's - Dining
TXN-002174,CUST-0058,11/22/2025,50.68,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-002234,CUST-0062,01/17/2026,103.77,EUR,dining,Poke House,Poke House - Dining
TXN-001951,CUST-0056,2026-02-10 00:57,124.82,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-001356,CUST-0099,14-Jan-2026,228.59,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001177,CUST-0014,06-Sep-2025,,€,retail,H&M,H&M - Retail
TXN-000782,CUST-0172,12/24/2025,35.96,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-000555,CUST-0161,2026-01-26 10:40,52.16,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000636,CUST-0129,02-Sep-2025,144.83,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001895,CUST-0021,20-Jan-2026,46.54,eur, dining,Poke House,Poke House - Dining
TXN-002126,CUST-0107,10/31/2025,7.87,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001435,CUST-0135,2025-11-13T03:49:15Z,98.18,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-002292,CUST-0107,2025-09-10 13:05,382.2,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000054,CUST-0079,2026-01-13 05:50,48.2,USD,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-002039,CUST-0187,2025-10-22T20:18:48Z,274.46,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000002,CUST-0078,2025-09-27T22:07:38Z,,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000046,CUST-0171,2025-12-25 03:38,111.82,EUR,entertainment,Escape Room Milano,Escape Room Milano - Entertainment
TXN-000891,CUST-0043,15-Oct-2025,398.76,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001259,CUST-0123,10/09/2025,125.37,EUR,groceries,Coop,Coop - Groceries
TXN-000196,CUST-0200,2026-01-24 16:49,150.88,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000745,CUST-0160,09/10/2025,258.01,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-002248,CUST-0074,2025-08-17T01:23:47Z,464.37,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001265,CUST-0162,2025-09-02 12:16,33.89,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000327,CUST-0040,2026-01-15 18:10,256.9,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000169,CUST-0146,2025-11-10 11:03,146.59,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-002464,CUST-0139,2026-02-01T07:52:04Z,18.99,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000812,CUST-0053,07-Sep-2025,376.33,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000801,CUST-0032,11/06/2025,44.13,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-000596,CUST-0057,24-Jan-2026,25.54,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000359,CUST-0078,2026-01-02 09:01,43.58,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-001854,CUST-0097,2025-12-20 15:03,118.69,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001730,CUST-0159,20-Jan-2026,187.48,EUR,match_tickets ,Ticketone,Ticketone - Match Tickets
TXN-001850,CUST-0002,07-Nov-2025,111.32,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001291,CUST-0022,2025-11-22T18:39:11Z,83.4,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-002094,CUST-0167,14-Sep-2025,,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001023,CUST-0080,10/12/2025,31.11,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-001419,CUST-0029,2025-10-08T05:50:32Z,-296.55,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-002399,CUST-0052,2026-02-03T10:25:55Z,30.09,EUR,entertainment,Escape Room Milano,Escape Room Milano - Entertainment
TXN-002276,CUST-0072,2025-08-31 16:37,9.79,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-001545,CUST-0092,01/31/2026,78.42,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000644,CUST-0182,2025-09-05 05:55,12.73,EUR,transport,Trenitalia,Trenitalia - Transport
TXN-001093,CUST-0118,2026-01-06T05:03:07Z,29.05,eur,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001257,CUST-0071,2025-08-17 07:07,289.21,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001196,CUST-0052,11/13/2025,59.77,EUR,transport,Enjoy Car Sharing,Enjoy Car Sharing - Transport
TXN-002206,CUST-0098,10/31/2025,89.9,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-000066,CUST-0052,02/02/2026,195.86,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001722,CUST-0179,2025-10-12T13:57:03Z,17.07,EUR,streaming,DAZN,DAZN - Streaming
TXN-002400,CUST-0158,2025-09-19 12:42,66.72,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001735,CUST-0143,2026-01-06 21:42,133.0,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-000317,CUST-0043,2025-09-04 09:09,120.86,EUR,groceries,Coop,Coop - Groceries
TXN-000457,CUST-0147,12/27/2025,35.83,EUR,streaming,DAZN,DAZN - Streaming
TXN-001461,CUST-0140,2026-02-02T05:32:53Z,126.61,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001555,CUST-0197,02-Aug-2025,18.09,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-000424,CUST-0095,11/08/2025,48.9,USD,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-000642,CUST-0083,09-Nov-2025,110.98,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001135,CUST-0021,23-Dec-2025,67.77,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001666,CUST-0078,2025-11-06 07:07,108.2,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-002332,CUST-0005,01/17/2026,35.25,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001933,CUST-0112,25-Jan-2026,54.82,EUR,transport,Enjoy Car Sharing,Enjoy Car Sharing - Transport
TXN-000117,CUST-0089,2025-08-16 10:31,37.5,EUR, streaming,DAZN,DAZN - Streaming
TXN-000399,CUST-0005,12/22/2025,44.98,EUR,transport,Trenitalia,Trenitalia - Transport
TXN-000605,CUST-0088,2026-01-16T16:08:40Z,31.99,eur,transport,Uber,Uber - Transport
TXN-000762,CUST-0164,03-Dec-2025,217.04,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001987,CUST-0143,2025-12-01 16:47,2.66,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-001592,CUST-0030,22-Nov-2025,49.11,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-001376,CUST-0149,30-Nov-2025,260.76,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000014,CUST-0155,16-Sep-2025,76.83,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001559,CUST-0077,01/31/2026,4.18,EUR,groceries,Esselunga,Esselunga - Groceries
TXN-000648,CUST-0176,2026-01-03T15:15:42Z,109.63,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000276,CUST-0004,2025-10-22T11:40:32Z,157.23,€,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000073,CUST-0025,2026-01-31T16:33:30Z,30.61,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-002132,CUST-0017,01/25/2026,225.36,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001213,CUST-0185,2025-12-16 13:34,252.28,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001837,CUST-0110,02/09/2026,118.62,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000211,CUST-0182,19-Nov-2025,335.77,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-002139,CUST-0149,03-Aug-2025,22.35,EUR,streaming ,Sky Sport,Sky Sport - Streaming
TXN-001201,CUST-0011,22-Aug-2025,52.62,EUR,groceries,Carrefour,Carrefour - Groceries
TXN-000394,CUST-0200,09/12/2025,36.92,EUR,transport ,Uber,Uber - Transport
TXN-000697,CUST-0006,13-Jan-2026,,EUR,retail,IKEA Milano,IKEA Milano - Retail
TXN-001232,CUST-0141,20-Oct-2025,91.81,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000548,CUST-0069,2025-10-19 15:20,166.57,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001521,CUST-0122,2025-12-31 18:28,44.27,eur,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000761,CUST-0178,2025-12-10 09:35,115.71,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000245,CUST-0111,2025-09-02T23:42:51Z,430.37,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000936,CUST-0178,19-Oct-2025,29.41,EUR,entertainment,Escape Room Milano,Escape Room Milano - Entertainment
TXN-000415,CUST-0123,2026-01-13 20:57,194.98,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-002390,CUST-0154,2025-08-20T07:43:36Z,45.24,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-001689,CUST-0180,03-Aug-2025,30.49,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-002492,CUST-0160,2025-12-23T21:42:52Z,93.38,eur,retail,MediaWorld,MediaWorld - Retail
TXN-001172,CUST-0176,2025-12-04 13:09,24.81,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000742,CUST-0190,2025-09-09T08:10:02Z,28.45,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000027,CUST-0128,10/22/2025,152.49,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000079,CUST-0014,25-Aug-2025,,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001991,CUST-0056,09/04/2025,187.53,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000976,CUST-0071,12/25/2025,84.5,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-001088,CUST-0006,2026-01-02 15:06,,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-000267,CUST-0056,2025-09-16 00:36,108.47,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-001745,CUST-0004,2025-10-21T20:59:25Z,,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-002482,CUST-0169,02/08/2026,145.25,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001931,CUST-0198,13-Dec-2025,215.74,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001047,CUST-0107,2025-09-15 05:39,56.5,EUR, transport,Lime,Lime - Transport
TXN-001280,CUST-0062,23-Oct-2025,52.28,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-002293,CUST-0045,2025-12-21 04:22,61.32,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000241,CUST-0012,16-Sep-2025,196.98,eur,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000704,CUST-0014,13-Jan-2026,401.76,€,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001227,CUST-0124,2025-12-15T16:37:28Z,276.74,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000583,CUST-0035,2025-08-17 07:03,11.99,EUR,groceries,Coop,Coop - Groceries
TXN-002189,CUST-0070,2025-11-14 15:19,147.32,eur,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001331,CUST-0164,11/07/2025,38.79,eur,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000226,CUST-0154,2025-08-06 00:12,24.57,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-000542,CUST-0088,2026-01-15T19:00:18Z,,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001389,CUST-0166,2026-01-21T11:44:56Z,19.12,eur,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-000078,CUST-0015,22-Jan-2026,18.68,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-001907,CUST-0172,31-Oct-2025,22.24,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-001571,CUST-0136,09/03/2025,24.05,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001185,CUST-0171,29-Aug-2025,98.32,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001830,CUST-0039,2026-01-14 03:41,178.0,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-002063,CUST-0118,2026-02-12 10:17,258.62,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-002483,CUST-0033,2025-10-02 16:22,103.56,EUR,groceries,Esselunga,Esselunga - Groceries
TXN-002489,CUST-0130,12/27/2025,27.3,EUR,entertainment,Bowling Bicocca,Bowling Bicocca - Entertainment
TXN-000063,CUST-0161,11/23/2025,131.0,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-000003,CUST-0048,2025-09-08 18:17,151.51,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001258,CUST-0164,20-Aug-2025,,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000246,CUST-0114,2026-01-30T09:55:13Z,276.32,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-002023,CUST-0191,11/30/2025,31.11,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001953,CUST-0026,09-Oct-2025,177.06,eur,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000832,CUST-0159,2025-10-07T19:12:56Z,70.83,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001362,CUST-0020,04-Jan-2026,-18.0,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-001455,CUST-0130,13-Aug-2025,77.81,EUR,groceries,Lidl Italia,Lidl Italia - Groceries
TXN-002305,CUST-0037,12/31/2025,83.72,EUR,retail,IKEA Milano,IKEA Milano - Retail
TXN-002363,CUST-0037,2025-10-31 10:23,13.59,EUR,streaming,DAZN,DAZN - Streaming
TXN-002176,CUST-0186,2025-09-13 17:13,60.55,EUR, dining,McDonald's,McDonald's - Dining
TXN-001413,CUST-0109,2025-10-30 18:45,13.36,EUR, groceries,Lidl Italia,Lidl Italia - Groceries
TXN-001593,CUST-0009,2025-11-12T23:28:08Z,187.48,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001610,CUST-0058,01/05/2026,130.62,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001710,CUST-0079,09-Oct-2025,310.53,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-002093,CUST-0183,2025-12-11T08:06:58Z,,EUR,retail,Zara,Zara - Retail
